"No.","Time","Source","Destination","Protocol","Length","Info"
"252","12.973175","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"253","13.031157","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"254","13.238003","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"255","13.257525","192.168.88.132","104.208.16.88","TLSv1.2","139","Application Data"
"256","13.257696","192.168.88.132","104.208.16.88","TLSv1.2","93","Application Data"
"257","13.257820","192.168.88.132","104.208.16.88","TLSv1.2","926","Application Data"
"258","13.303359","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"259","13.351767","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"260","13.422184","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"261","13.433315","23.196.227.230","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"262","13.467997","23.196.227.230","192.168.88.132","QUIC","68","Protected Payload (KP0)"
"263","13.553734","104.208.16.88","192.168.88.132","TLSv1.2","86","Application Data"
"264","13.554078","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"265","13.560031","104.208.16.88","192.168.88.132","TLSv1.2","93","Application Data"
"266","13.560109","192.168.88.132","104.208.16.88","TCP","54","49775  >  443 [ACK] Seq=997 Ack=72 Win=254 Len=0"
"267","13.615252","104.208.16.88","192.168.88.132","TCP","54","443  >  49775 [ACK] Seq=72 Ack=997 Win=16381 Len=0"
"268","13.620619","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"269","13.822214","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"270","13.870365","192.168.88.132","142.251.216.10","TCP","55","65065  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"271","13.880796","104.208.16.88","192.168.88.132","TLSv1.2","148","Application Data"
"272","13.881973","192.168.88.132","104.208.16.88","TLSv1.2","89","Application Data"
"273","13.912523","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"274","13.927491","142.251.216.10","192.168.88.132","TCP","66","443  >  65065 [ACK] Seq=1 Ack=2 Win=1046 Len=0 SLE=1 SRE=2"
"275","13.999362","192.168.88.132","160.79.104.10","TCP","55","53234  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"276","14.012777","160.79.104.10","192.168.88.132","TCP","66","443  >  53234 [ACK] Seq=1 Ack=2 Win=17 Len=0 SLE=1 SRE=2"
"277","14.115548","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"278","14.166818","192.168.88.132","20.42.65.88","TLSv1.3","1079","Application Data"
"279","14.175400","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"280","14.249703","104.208.16.88","192.168.88.132","TCP","60","443  >  49775 [ACK] Seq=166 Ack=1032 Win=16381 Len=0"
"281","14.272048","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"282","14.314979","23.196.227.230","192.168.88.132","QUIC","67","Protected Payload (KP0)"
"283","14.382764","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"284","14.455296","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"285","14.539341","20.42.65.88","192.168.88.132","TCP","54","443  >  59902 [ACK] Seq=6988 Ack=2470 Win=4193536 Len=0"
"286","14.555317","146.75.73.91","192.168.88.132","TLSv1.2","82","Application Data"
"287","14.556721","192.168.88.132","146.75.73.91","TLSv1.2","86","Application Data"
"288","14.807682","146.75.73.91","192.168.88.132","TCP","54","443  >  53864 [ACK] Seq=29 Ack=33 Win=281 Len=0"
"289","14.866361","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"290","14.866448","20.42.65.88","192.168.88.132","TLSv1.3","499","Application Data"
"291","14.866610","192.168.88.132","20.42.65.88","TCP","54","59902  >  443 [ACK] Seq=2470 Ack=7433 Win=260864 Len=0"
"292","14.925499","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"293","15.023698","192.168.88.132","104.18.4.247","TCP","55","61493  >  443 [ACK] Seq=1 Ack=1 Win=4095 Len=1"
"294","15.057000","104.18.4.247","192.168.88.132","TCP","66","443  >  61493 [ACK] Seq=1 Ack=2 Win=18 Len=0 SLE=1 SRE=2"
"295","15.278265","192.168.88.132","142.251.47.138","UDP","253","65443  >  443 Len=211"
"296","15.283510","192.168.88.132","20.42.65.88","TCP","54","59902  >  443 [RST, ACK] Seq=2470 Ack=7433 Win=0 Len=0"
"297","15.356581","142.251.47.138","192.168.88.132","UDP","70","443  >  65443 Len=28"
"298","15.397339","192.168.88.132","142.251.47.138","UDP","74","65443  >  443 Len=32"
"299","15.565049","192.168.88.132","142.251.47.138","UDP","71","65443  >  443 Len=29"
"300","15.640299","142.251.47.138","192.168.88.132","UDP","66","443  >  65443 Len=24"
"301","15.677791","142.251.47.138","192.168.88.132","UDP","217","443  >  65443 Len=175"
"302","15.678573","142.251.47.138","192.168.88.132","UDP","63","443  >  65443 Len=21"
"303","15.680032","192.168.88.132","142.251.47.138","UDP","77","65443  >  443 Len=35"
"304","15.680336","192.168.88.132","192.178.54.106","UDP","359","58715  >  443 Len=317"
"305","15.756295","192.178.54.106","192.168.88.132","UDP","72","443  >  58715 Len=30"
"306","15.756295","142.251.47.138","192.168.88.132","UDP","66","443  >  65443 Len=24"
"307","15.773127","192.168.88.132","192.178.54.106","UDP","75","58715  >  443 Len=33"
"308","15.929529","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"309","15.966098","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"310","15.972707","23.196.227.230","192.168.88.132","QUIC","67","Protected Payload (KP0)"
"311","16.019767","192.178.54.106","192.168.88.132","UDP","1050","443  >  58715 Len=1008"
"312","16.019767","192.178.54.106","192.168.88.132","UDP","64","443  >  58715 Len=22"
"313","16.037244","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"314","16.037640","192.168.88.132","192.178.54.106","UDP","78","58715  >  443 Len=36"
"315","16.097859","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"316","16.101973","192.168.88.132","20.190.181.1","TCP","54","49778  >  443 [FIN, ACK] Seq=1 Ack=1 Win=251 Len=0"
"317","16.170928","192.168.88.132","3.161.94.43","TCP","55","52619  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"318","16.303399","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"319","16.322620","3.161.94.43","192.168.88.132","TCP","66","443  >  52619 [ACK] Seq=1 Ack=2 Win=145 Len=0 SLE=1 SRE=2"
"320","16.356092","20.190.181.1","192.168.88.132","TCP","54","443  >  49778 [FIN, ACK] Seq=1 Ack=2 Win=16382 Len=0"
"321","16.356221","192.168.88.132","20.190.181.1","TCP","54","49778  >  443 [ACK] Seq=2 Ack=2 Win=251 Len=0"
"322","16.385529","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"323","16.589244","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"324","16.679544","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"325","16.838712","192.168.88.132","3.160.170.56","TCP","55","53798  >  443 [ACK] Seq=1 Ack=1 Win=1023 Len=1"
"326","16.883589","3.160.170.56","192.168.88.132","TCP","66","443  >  53798 [ACK] Seq=1 Ack=2 Win=145 Len=0 SLE=1 SRE=2"
"327","16.888654","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"328","16.948614","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"329","16.977389","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"330","16.977611","192.168.88.132","23.196.227.230","QUIC","71","Protected Payload (KP0), DCID=169e71075e80cf31"
"331","17.021040","23.196.227.230","192.168.88.132","QUIC","67","Protected Payload (KP0)"
"332","17.049588","23.196.227.230","192.168.88.132","QUIC","68","Protected Payload (KP0)"
"333","17.108549","192.168.88.132","196.192.32.5","DNS","69","Standard query 0x233a HTTPS claude.ai"
"334","17.108864","192.168.88.132","196.192.32.5","DNS","69","Standard query 0xc6df A claude.ai"
"335","17.114793","196.192.32.5","192.168.88.132","DNS","122","Standard query response 0x233a HTTPS claude.ai HTTPS"
"336","17.114793","196.192.32.5","192.168.88.132","DNS","85","Standard query response 0xc6df A claude.ai A 160.79.104.10"
"337","17.116005","192.168.88.132","160.79.104.10","QUIC","1292","Initial, DCID=776675724d8458c4, PKN: 1, PING, PADDING, CRYPTO, PING, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PING, PING, PING, PING, CRYPTO, PADDING, PING, CRYPTO, PING, PADDING, CRYPTO"
"338","17.116074","192.168.88.132","160.79.104.10","QUIC","1292","Initial, DCID=776675724d8458c4, PKN: 2, PADDING, PING, PADDING, CRYPTO, PING, PING, PADDING, CRYPTO, PING, PADDING, CRYPTO, PING, PING"
"339","17.116224","192.168.88.132","160.79.104.10","QUIC","124","0-RTT, DCID=776675724d8458c4"
"340","17.116453","192.168.88.132","160.79.104.10","QUIC","1292","0-RTT, DCID=776675724d8458c4"
"341","17.116491","192.168.88.132","160.79.104.10","QUIC","965","0-RTT, DCID=776675724d8458c4"
"342","17.133697","192.168.88.132","102.132.104.21","TLSv1.2","86","Application Data"
"343","17.149638","192.168.88.132","192.178.54.106","UDP","71","58715  >  443 Len=29"
"344","17.155683","160.79.104.10","192.168.88.132","QUIC","1242","Initial, SCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518, PKN: 0, ACK"
"345","17.155683","160.79.104.10","192.168.88.132","QUIC","1242","Initial, SCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518, PKN: 1, ACK"
"346","17.155683","160.79.104.10","192.168.88.132","QUIC","1242","Initial, SCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518, PKN: 2, CRYPTO"
"347","17.155683","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"348","17.156526","192.168.88.132","160.79.104.10","QUIC","1292","Handshake, DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"349","17.176124","160.79.104.10","192.168.88.132","QUIC","90","Protected Payload (KP0)"
"350","17.176124","160.79.104.10","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"351","17.176124","160.79.104.10","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"352","17.176124","160.79.104.10","192.168.88.132","QUIC","91","Protected Payload (KP0)"
"353","17.192447","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"354","17.192633","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"355","17.192745","192.168.88.132","160.79.104.10","QUIC","89","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"356","17.228625","102.132.104.21","192.168.88.132","TCP","54","443  >  62359 [ACK] Seq=29 Ack=65 Win=311 Len=0"
"357","17.239119","192.178.54.106","192.168.88.132","UDP","68","443  >  58715 Len=26"
"358","17.239119","160.79.104.10","192.168.88.132","QUIC","70","Protected Payload (KP0)"
"359","17.265205","192.168.88.132","160.79.104.10","QUIC","86","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"360","17.271257","192.168.88.132","160.79.104.10","QUIC","1292","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"361","17.271370","192.168.88.132","160.79.104.10","QUIC","571","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"362","17.287550","160.79.104.10","192.168.88.132","QUIC","65","Protected Payload (KP0)"
"363","17.287550","160.79.104.10","192.168.88.132","QUIC","66","Protected Payload (KP0)"
"364","17.329051","160.79.104.10","192.168.88.132","QUIC","1051","Protected Payload (KP0)"
"365","17.329051","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"366","17.329051","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"367","17.329051","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"368","17.329051","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"369","17.329051","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"370","17.329051","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"371","17.329051","160.79.104.10","192.168.88.132","QUIC","1198","Protected Payload (KP0)"
"372","17.329051","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"373","17.329051","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"374","17.329051","160.79.104.10","192.168.88.132","QUIC","277","Protected Payload (KP0)"
"375","17.329572","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"376","17.329661","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"377","17.329711","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"378","17.329768","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"379","17.329829","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"380","17.346962","192.168.88.132","160.79.104.10","QUIC","1292","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"381","17.347071","192.168.88.132","160.79.104.10","QUIC","552","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"382","17.347310","192.168.88.132","160.79.104.10","QUIC","1292","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"383","17.347373","192.168.88.132","160.79.104.10","QUIC","549","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"384","17.347519","192.168.88.132","160.79.104.10","QUIC","1292","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"385","17.347570","192.168.88.132","160.79.104.10","QUIC","546","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"386","17.353805","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"387","17.353805","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"388","17.353805","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"389","17.354194","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"390","17.359616","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"391","17.359616","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"392","17.359616","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"393","17.359900","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"394","17.360009","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"395","17.374735","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"396","17.374735","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"397","17.374735","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"398","17.374735","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"399","17.374735","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"400","17.374735","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"401","17.374735","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"402","17.374735","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"403","17.374735","160.79.104.10","192.168.88.132","QUIC","1007","Protected Payload (KP0)"
"404","17.375091","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"405","17.375185","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"406","17.375239","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"407","17.375290","192.168.88.132","160.79.104.10","QUIC","85","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"408","17.375341","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"409","17.379783","102.132.104.21","192.168.88.132","TLSv1.2","82","Application Data"
"410","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"411","17.379783","160.79.104.10","192.168.88.132","QUIC","277","Protected Payload (KP0)"
"412","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"413","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"414","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"415","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"416","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"417","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"418","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"419","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"420","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"421","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"422","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"423","17.379783","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"424","17.380235","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"425","17.380302","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"426","17.380350","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"427","17.380406","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"428","17.380465","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"429","17.380529","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"430","17.380611","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"431","17.380673","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
"432","17.392830","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"433","17.392830","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"434","17.392830","160.79.104.10","192.168.88.132","QUIC","1242","Protected Payload (KP0)"
"435","17.393145","192.168.88.132","160.79.104.10","QUIC","87","Protected Payload (KP0), DCID=015b4b0addb75dfd045ba90ad4b74f15fcc3a518"
